,0,1
116,1.953651,10.986186
117,2.060514,11.6218405
118,1.9568751,8.712862
119,2.7021153,9.604613
120,5.7953153,6.5907774
121,4.6158524,8.580278
122,2.0375173,10.915829
123,0.22001496,9.368361
124,2.35392,11.605526
125,0.123226315,10.400529
126,5.1925735,6.4617844
127,6.4819527,8.938747
128,4.4216876,8.838243
129,2.0627413,4.5617156
130,1.9090656,5.253432
131,6.3734083,8.427117
132,0.35537967,10.871783
133,6.7055383,9.390416
134,5.314549,6.7701263
135,6.7787037,8.011584
136,6.4723997,9.582987
137,3.3136053,9.192592
138,2.0088403,11.002259
139,-2.071327,8.750624
140,-0.0018423884,9.591133
141,2.016303,4.415278
142,4.2123256,9.100189
143,6.236192,6.9768476
144,1.7981862,5.0162926
145,2.4595525,7.628848
146,-1.681838,8.797728
147,-0.66643286,8.544685
148,1.1859866,9.478676
149,-2.0121078,9.515226
150,6.082071,7.4972615
151,-0.33652318,8.037336
152,5.0876703,9.75489
153,5.337443,10.196517
154,3.217152,8.548806
155,-1.0884986,8.6925535
156,5.018834,9.600932
157,5.1438923,10.039918
158,5.5948234,10.662808
159,0.60521185,10.747835
160,5.1733904,10.257709
161,4.3930974,8.7016945
162,-1.3587192,8.415271
163,6.154256,6.796787
164,2.3297734,11.646782
165,-0.5801473,9.9753
166,1.7236844,11.094736
167,2.3848376,11.517714
168,2.3599176,11.58848
169,1.6997821,10.86022
170,2.3140304,11.59758
171,5.7031436,8.633674
172,1.8535783,8.492033
173,3.6194384,8.184761
174,1.6209414,9.979038
175,-1.4864827,9.356987
176,-1.6398433,9.731773
177,2.6608737,8.129976
178,1.5873679,9.953817
179,5.4088106,6.665981
180,3.617549,8.067215
181,0.58410525,9.439207
182,3.3747697,7.7849145
183,6.4915566,8.039809
184,3.2795987,7.620782
185,1.6083581,9.841502
186,2.7318912,8.330138
187,1.1851094,9.2275915
188,3.3474605,8.613128
189,6.776596,8.107294
190,5.939816,9.248129
191,5.640298,7.9226093
192,-0.7286929,8.601167
193,2.317288,8.401284
194,-1.0997214,8.656244
195,7.028518,9.86935
196,-0.75864697,10.445912
197,2.2872472,8.240123
198,6.431682,9.616771
199,-1.5545119,9.128843
200,-1.5099138,8.186993
201,1.7830119,11.080117
202,-0.2521123,10.150617
203,-1.4994178,9.5237665
204,-1.174328,9.633119
205,-0.9391347,10.25197
206,1.7950212,9.8333435
207,5.634711,10.504671
208,6.051345,8.937007
209,5.803626,10.610909
210,-0.9373372,11.101598
211,5.0923,9.870376
212,-1.9407105,9.331863
213,-0.48481965,10.374928
214,0.44580296,9.513591
215,6.308008,8.6845665
216,0.5845081,9.895044
217,5.457506,8.7681875
218,-0.38725775,7.885484
219,6.458926,8.910435
220,4.624575,8.462251
221,-0.9300342,9.389751
222,1.202378,9.5876465
223,2.8635106,9.005467
224,-0.13402839,8.683974
225,6.309862,8.4811125
226,1.1444465,9.662201
227,5.0138993,10.141536
228,6.958979,9.639426
229,6.084308,10.487765
230,5.914676,10.184174
231,5.9423046,10.443456
232,5.5034404,9.724141
233,-1.9500941,8.279362
234,-0.38295996,11.176854
235,5.5729265,7.784906
236,-0.6187995,8.5978365
237,3.0711017,9.19891
238,2.926228,9.146298
239,-0.28715253,8.759991
240,6.4013696,9.80304
241,-0.5171302,8.777768
242,2.6151724,11.593793
243,5.871751,11.077374
244,4.2656584,10.027389
245,2.355588,7.943604
246,6.121403,10.602883
247,2.1570857,11.670005
248,2.2006905,8.067823
249,5.7640214,10.838152
250,3.3192818,9.522033
251,1.3510284,11.264456
252,-0.6872558,10.478743
253,-0.019399323,8.868717
254,4.7417946,7.0773544
255,6.362254,9.744021
256,-0.71076286,7.4920583
257,-1.7206644,9.189781
258,-1.9191226,8.353362
259,5.8260145,8.620622
260,-0.9227108,9.686391
261,-1.0360043,8.351263
262,-1.8047335,9.408176
263,6.303627,8.908643
264,4.5718007,9.658252
265,2.518898,7.0722666
266,6.332405,9.727215
267,1.2775768,9.043109
268,4.0691543,9.709049
269,-1.2440969,9.355633
270,1.8040068,10.882043
271,5.782787,10.16781
272,2.397141,6.0880084
273,-0.63361645,9.276211
274,2.0741723,4.4854755
275,2.374677,10.992511
276,3.2654204,9.621505
277,5.336615,9.470942
278,-0.021270225,8.549542
279,-0.7641337,8.432683
280,-0.59313947,8.58738
281,1.2469839,10.781046
282,2.301205,7.0683146
283,-1.7200552,9.065433
284,5.9148746,7.3164716
285,-1.4097421,8.083733
286,5.5966535,10.020406
287,-1.4210418,8.068284
288,0.8618938,10.055223
289,3.7208843,9.107458
290,2.3894997,5.6432447
291,-1.2324966,8.386607
292,-1.5848933,8.584541
293,5.9391723,10.687839
294,4.1897216,8.969601
295,3.2678363,7.0031133
296,-0.4828185,11.22727
297,-1.7033852,8.91044
298,2.9159477,8.827454
299,5.0395947,9.263477
300,4.7473135,9.034154
301,2.1137989,5.30523
302,2.1518927,5.098665
303,-1.2973088,9.1584215
304,5.7979045,9.861378
305,0.33426017,9.761826
306,-0.1605275,9.164274
307,3.911317,8.276942
308,1.8780645,8.385111
309,-0.25412464,8.826309
310,-0.07233045,9.284234
311,-1.9114777,10.354644
312,2.8551562,8.51429
313,2.8508334,9.009779
314,6.460208,10.024416
315,2.3772662,8.13252
316,-1.9571275,8.438004
317,6.113395,7.7634435
318,-0.5119556,10.426086
319,-0.29928967,9.650164
320,-0.6609992,8.421303
321,5.304141,10.639677
322,-0.96215636,9.899188
323,-0.7950688,11.530946
324,1.0552816,10.018418
325,0.72136694,10.11316
326,1.7228267,10.583409
327,-0.36810276,11.226937
328,5.8970385,10.1154995
329,5.2439933,10.103949
330,1.9985638,10.130369
331,6.380739,9.985174
332,0.49918997,8.506345
333,-0.54129875,8.760736
334,-0.40375385,8.801584
335,-1.4170867,9.016461
336,-1.7492955,8.7439
337,6.882763,10.123367
338,-1.8002361,8.71751
339,-0.72237575,11.354669
340,5.8144174,11.020789
341,-1.893834,8.512174
342,2.3210464,10.887119
343,-1.5859528,8.748704
344,-1.6208199,8.66011
345,2.3076813,10.777243
346,-0.92575854,8.111017
347,-0.101151235,9.3919
348,5.5566363,9.848797
349,4.4769564,9.794777
350,-1.811531,8.530841
351,0.46913555,9.685767
352,-0.95807606,9.897851
353,1.8893467,5.3623376
354,3.7095273,7.9471273
355,2.0806167,5.1722946
356,1.3543879,9.603988
357,1.6772592,10.706047
358,-1.5933093,8.869221
359,5.819521,9.122001
360,6.996443,9.883863
361,5.581263,7.029712
362,-1.7903829,8.945517
363,-0.29085225,9.408514
364,-0.50981665,8.670644
365,2.9304113,9.470777
366,0.52038187,8.749337
367,-1.0800301,9.213777
368,5.7749934,9.24714
369,6.7799683,10.379329
370,5.465203,10.416584
371,5.2246323,10.602239
372,1.3630244,9.948242
373,2.1502976,11.657037
374,6.2749295,11.130873
375,-0.3358434,11.392203
376,4.813805,9.317705
377,3.1652613,9.604291
378,2.0000021,10.87143
379,5.8617787,10.769587
380,1.2756184,8.809963
381,6.0000863,10.951254
382,4.6535325,9.79061
383,-1.2503638,8.456647
384,1.5678854,10.752826
385,1.254783,8.5155945
386,3.5356956,9.73979
387,-0.24142343,10.034711
388,1.4197102,9.310645
389,3.5279582,9.194106
390,2.3589952,11.3310585
391,6.2776995,11.104606
392,6.6462927,8.883498
393,-0.6250383,8.041331
394,5.852803,10.375892
395,-0.07721706,8.391794
396,0.6593019,10.363714
397,1.5193117,10.800808
398,1.7480652,9.884273
399,3.6445794,9.21046
400,0.6439287,9.646838
401,2.27392,11.39669
402,1.9450068,10.725068
403,5.633635,10.54801
404,5.606027,8.465704
405,1.7409892,9.894148
406,1.1587273,9.423258
407,0.3745875,9.737689
408,5.5537257,6.6049457
409,1.846902,4.9209847
410,4.50862,6.9917083
411,5.36794,7.5929337
412,2.0991316,5.8582883
413,-1.8972871,10.537641
414,5.536207,6.745582
415,1.2603972,9.390358
416,-0.42361358,11.373574
417,6.1460614,8.820856
418,-0.21435651,9.356733
419,5.933015,8.2033205
420,6.070064,7.3768682
421,0.3332222,10.922558
422,5.934665,8.3462305
423,5.51039,6.67958
424,-1.0541571,9.660951
425,5.2917295,10.004158
426,6.872119,8.159241
427,6.2326326,10.697404
428,6.707538,9.7319145
429,1.9912946,8.199586
430,6.4718175,9.441536
431,5.4339647,9.326639
432,0.6948194,8.425731
433,0.18664333,11.085143
434,-1.8781569,10.498808
435,6.019738,8.123755
436,-0.94268674,11.0754795
437,5.0893116,10.316063
438,5.317459,10.656998
439,-0.3045447,10.042189
440,2.4753623,8.126991
441,6.2514863,6.959143
442,5.0098786,10.4549675
443,4.9189606,7.314266
444,5.9127135,7.000578
445,4.126868,8.846053
446,5.2607775,7.6364145
447,1.9797101,5.22635
448,0.8940644,10.534568
449,5.016203,7.0489025
450,-1.9152033,10.328383
451,-0.97423834,11.14739
452,4.6074085,6.5828834
453,0.057698812,10.73299
454,2.2695854,7.10667
455,5.86351,7.413667
456,6.8746066,8.704044
457,-0.706004,8.287595
458,6.7204323,7.665658
459,4.882906,8.384586
460,2.2362287,11.661941
461,2.4252787,7.533708
462,2.255245,7.642802
463,0.5703479,10.929389
464,-0.8323867,11.325872
465,-1.8709526,10.504594
466,-0.3126774,11.313573
467,-1.0969906,7.910315
468,6.534698,7.404047
469,2.4639983,8.013375
470,-0.8312547,10.29482
471,-2.0741248,8.505875
472,-0.8938164,9.654551
473,-1.0860118,8.334369
474,-1.1572152,10.318697
475,2.238324,11.591896
476,-1.9362276,8.29856
477,6.31772,10.109466
478,0.36021405,9.771286
479,-1.0970366,11.071042
480,1.8157341,11.502436
481,5.0997386,7.610792
482,3.2483566,8.283798
483,4.8693423,6.47981
484,-0.76451564,10.557948
485,5.2103066,7.5392833
486,-1.15662,9.767689
487,6.378001,7.7202754
488,-0.88944966,8.164642
489,6.406418,8.497125
490,-1.0175005,8.046696
491,4.825156,6.4106746
492,5.647844,11.022877
493,1.825744,11.15506
494,5.692811,8.20621
495,0.4349642,8.435871
496,2.1976905,5.150391
497,3.3423617,8.407392
498,6.1118164,9.952729
499,4.7861366,9.258911
500,6.5675693,9.035671
501,6.182118,11.049362
502,6.698691,7.662437
503,1.8432742,10.997168
504,5.4833217,7.557304
505,2.2459342,11.593547
506,6.7082114,9.593537
507,6.902805,10.009991
508,5.53627,7.851407
509,6.2708645,11.084936
510,1.7987022,8.247607
511,5.9422975,10.375816
512,-0.31485888,7.8274274
513,3.2352812,8.429418
514,6.2143497,9.710847
515,0.21235405,9.967989
516,1.8239511,5.063703
517,6.9676313,10.23682
518,5.7311864,10.93244
519,-1.1027322,10.90747
520,5.9538174,7.544345
521,5.494846,9.7795105
522,2.4114852,6.1664515
523,2.2001464,5.0698614
524,-1.3307958,10.674258
525,6.409601,9.076276
526,-0.33081958,8.117446
527,1.9122841,5.481929
528,-1.2652689,10.758669
529,-1.5304267,9.548769
530,1.9042069,4.805184
531,5.172016,10.111759
532,6.339049,8.247755
533,-1.5758569,9.027057
534,-1.9850007,8.561412
535,2.2191122,5.1226645
536,3.3824027,9.61222
537,-0.95366436,7.862441
538,2.560753,8.341971
539,-1.238419,8.490192
540,-1.4601843,9.54839
541,-0.7036556,10.020222
542,2.7035673,9.395355
543,-0.30085334,9.452098
544,-0.55187213,7.9496675
545,3.2978683,8.687619
546,-0.04478835,10.9102
547,2.7264125,9.317237
548,2.8152635,8.490163
549,-1.3197039,9.498641
550,0.53833663,9.447813
551,-0.59495175,11.095737
552,-0.5109708,8.110056
553,6.367689,8.785895
554,-0.6550514,11.244366
555,5.9016204,7.0821714
556,-1.7468201,10.586216
557,2.8191926,8.77842
558,-1.8204365,10.50926
559,2.0102134,4.4381604
560,5.576749,6.628417
561,4.7748365,6.6317806
562,-0.85368234,10.272206
563,6.773569,9.869412
564,-0.6431891,8.174878
565,-1.6358197,9.119534
566,-1.7560405,9.065214
567,2.2845442,9.631202
568,-1.179766,11.013769
569,-1.2796161,9.72468
570,3.374966,8.936567
571,4.6838017,6.4838247
572,-0.7734665,10.367537
573,6.2314024,6.9762993
574,5.5828905,8.649404
575,5.9817224,9.292256
576,6.954249,10.280839
577,-1.5630164,9.387784
578,5.274915,6.9607625
579,6.099524,6.7055063
580,2.0483875,4.879388
581,-0.795574,9.938666
582,-0.6317574,10.90356
583,5.7462273,8.435754
584,-1.5766808,10.678303
585,-1.4940593,10.681116
586,5.6537204,9.527333
587,5.4302783,6.5928874
588,4.9072824,7.090205
589,4.857214,7.1103816
590,2.2134936,8.195948
591,-0.15186337,10.689388
592,1.81263,11.212127
593,3.8423245,8.5311575
594,0.08167642,9.299025
595,0.7918434,11.066112
596,2.2962084,9.322851
597,-1.0332537,9.78545
598,2.0155232,4.6834774
599,3.2480805,7.623261
600,-0.5083943,7.826529
601,2.5237937,9.213315
602,2.0892982,10.830665
603,2.0889246,9.4688015
604,5.633878,7.0978622
605,4.944367,7.602301
606,-0.48931354,10.06781
607,5.939206,7.680079
608,-0.37380132,8.389556
609,3.5015936,9.356708
610,6.237839,9.591985
611,2.2202966,5.0345335
612,3.0197752,8.157254
613,0.045000944,9.317085
614,-0.0023732875,7.822118
615,5.196806,10.008019
616,2.7507257,9.49052
617,5.743526,9.452806
618,2.8165948,9.525422
619,5.7711477,7.3602586
620,5.255404,9.308198
621,6.5011373,10.533884
622,6.088189,7.0053906
623,6.3302135,7.483186
624,-0.3172124,8.038589
625,-1.7164035,8.066502
626,-1.7392725,8.018639
627,4.128997,9.236003
628,6.2107663,6.93652
629,-0.25932443,11.380759
630,-2.0662782,8.574283
631,5.59514,7.921814
632,0.12584372,8.069736
633,5.8444743,6.703577
634,5.0000935,10.546817
635,3.8235755,8.165464
636,-1.8856648,10.407368
637,5.8856177,7.5587034
638,5.0391116,7.5528092
639,5.6417007,7.5037346
640,6.2118287,8.290561
641,3.2477114,8.121029
642,6.8049264,8.632713
643,-0.29841486,9.806708
644,6.4331393,7.1420503
645,4.6154985,7.7383924
646,3.0258253,7.184511
647,6.6216674,7.9630527
648,2.1018786,4.7561784
649,4.9960303,7.538007
650,5.6108103,8.269092
651,5.9072104,7.2657566
652,5.6190825,7.0677085
653,-0.5328009,9.844813
654,2.4903932,10.435807
655,-2.1104655,8.954471
656,6.2757335,7.679451
657,2.165256,4.8717585
658,-1.6368057,10.524017
659,5.2007284,7.019799
660,2.6294916,9.3125
661,-1.1513276,9.914778
662,6.2425466,8.729002
663,6.3351936,8.186911
664,-1.467545,9.256723
665,3.3033829,7.0063305
666,4.864531,8.688618
667,6.571882,7.5830584
668,2.3972025,5.5923166
669,5.9781303,6.712877
670,4.963486,7.761443
671,2.3415148,5.327389
672,5.6275463,10.117401
673,6.4507003,7.7775836
674,0.73124605,9.722035
675,5.8116727,6.560944
676,-0.652276,7.882885
677,-1.8048654,8.233159
678,2.1031244,4.9202127
679,6.5477424,7.6731515
680,5.5337663,7.414994
681,-1.587965,9.719905
682,2.0268946,4.4614964
683,-1.7771761,8.026701
684,-1.6730185,8.232779
685,-0.85102355,10.595925
686,-0.19762407,7.980315
687,-1.6743156,9.247283
688,-0.90327543,9.214319
689,6.440008,8.778839
690,-0.72424215,11.140363
691,3.200311,9.493422
692,5.9437943,10.275617
693,4.661478,8.173975
694,3.800549,8.523226
695,6.481393,10.008895
696,6.190464,9.823211
697,2.283438,5.2933173
698,5.812938,7.9048977
699,1.7108606,8.40841
700,5.0003996,9.999612
701,2.111465,11.391727
702,-1.5167592,7.9806333
703,6.303835,11.000848
704,4.978219,10.528438
705,-1.5796722,7.987072
706,5.78018,7.949507
707,4.420844,9.511628
708,0.09212973,10.891155
709,2.6719553,9.794286
710,0.2651115,11.031111
711,6.841019,10.400471
712,2.2211134,8.083754
713,6.21959,9.839408
714,1.6046135,10.116573
715,5.4421916,8.952138
716,-0.518104,7.9596744
717,6.3132815,10.761335
718,6.9572434,9.65822
719,4.5349402,7.763042
720,2.540552,9.232028
721,2.2105103,5.965235
722,2.350344,5.514417
723,5.6152425,6.657723
724,2.9011962,8.518358
725,5.8611746,8.926113
726,6.2227354,7.2670417
727,6.348462,7.342049
728,1.8510516,8.1766
729,5.9703712,8.3467455
730,2.219908,11.673029
731,5.1346765,9.922322
732,-0.19219765,7.7979984
733,6.1708255,7.0450163
734,4.2915254,7.8655877
735,3.930267,9.839493
736,6.52796,10.116204
737,3.8315609,9.443663
738,2.2912354,5.235431
739,2.9232557,9.552166
740,6.7532578,9.933957
741,5.541338,8.660223
742,3.2416599,9.0418215
743,1.799217,4.9300985
744,1.2126915,9.582747
745,4.4713507,9.95269
746,-2.11427,9.199144
747,6.792642,9.183541
748,4.04795,9.078489
749,-1.745686,9.400808
750,6.729535,8.06209
751,3.7232316,9.075861
752,1.3268268,9.680738
753,5.0624666,10.51727
754,4.839332,8.333981
755,6.053033,9.218161
756,6.2624674,9.48502
757,5.410602,7.6457763
758,2.2748137,11.617792
759,6.0009775,10.829557
760,6.6945286,10.149808
761,0.28568798,10.958007
762,5.856945,7.6406436
763,1.9979576,11.259653
764,4.573873,10.252972
765,4.1072626,10.061684
766,5.685711,7.4754243
767,5.122025,9.891605
768,5.5585046,10.280514
769,6.5960793,8.577497
770,-1.0610514,8.79324
771,2.2047694,5.0299683
772,1.7722406,4.998966
773,6.557739,8.5849695
774,6.211794,10.646315
775,3.4632204,9.750415
776,5.15974,9.969267
777,-0.35982788,11.290101
778,0.8148922,8.930889
779,4.4266005,9.873276
780,6.7778845,8.655143
781,6.356427,10.824213
782,1.9886025,4.483513
783,1.86066,9.987636
784,5.5884013,10.492242
785,6.5533714,10.324366
786,2.2719824,10.916202
787,0.2008472,10.876722
788,6.393163,8.314066
789,6.1857157,10.981207
790,2.2035594,11.331749
791,2.870271,10.118657
792,3.0621314,8.71956
793,1.8261707,9.854896
794,0.902698,9.78131
795,5.014139,8.248354
796,-0.86313903,11.27426
797,-0.023120431,8.915023
798,1.832129,10.630663
799,-1.8652214,9.842609
800,2.338737,5.2946715
801,-1.4895166,9.343797
802,5.217783,9.984775
803,-0.24415411,10.872588
804,-1.5157367,9.905225
805,-1.1565944,10.010865
806,-1.2457743,10.890414
807,-1.13093,7.9666886
808,6.130111,10.67849
809,-0.2745109,11.220872
810,1.9681745,10.852943
811,5.9917107,6.744778
812,5.4088197,10.408157
813,-0.47404817,11.06621
814,2.9928143,8.279245
815,2.3665574,6.0511727
816,-0.6234807,8.394023
817,-1.7844802,10.534746
818,-1.9528471,8.351613
819,4.167275,8.1043625
820,2.861316,9.122027
821,-0.066346385,10.252285
822,1.5574657,8.823985
823,2.1844902,8.198297
824,1.8092763,10.692231
825,3.7921617,9.133935
826,5.077342,10.034503
827,-0.4911771,10.084663
828,-0.49165428,9.110509
829,2.2061203,9.877138
830,0.39646596,10.996251
831,-1.8548764,10.267761
832,3.0468879,8.807853
833,0.79199976,8.719505
834,-0.89592624,8.159721
835,3.0717964,9.029214
836,2.1312532,8.341207
837,4.6741376,9.177034
838,5.595419,10.187142
839,2.2974238,11.600835
840,5.6530633,7.605283
841,-1.6311349,9.2920265
842,1.9336323,10.806865
843,6.2062526,10.79283
844,2.8447068,8.057789
845,2.1306734,8.342968
846,2.6455145,8.1726
847,0.21589425,9.162925
848,6.1351247,10.60989
849,6.008085,10.067508
850,6.284575,8.09936
851,2.0838492,11.534886
852,-0.7592213,9.778403
853,5.2767143,10.576046
854,2.9747908,8.674307
855,5.662454,9.18732
856,1.1704689,9.563966
857,-0.6283044,11.074232
