,0,1,2
294,8.354083,0.54420537,7.3457513
295,6.9191732,1.8610392,6.197828
296,-1.0776049,5.773031,5.4219017
297,7.7710876,1.5061082,7.3299932
298,-2.8670056,6.6724167,5.8362174
299,5.0326567,3.2230384,5.0744615
300,-0.8409849,4.928463,5.171679
301,6.4751906,1.1627617,6.194491
302,5.892753,2.3316064,5.925721
303,-2.0455005,6.20832,4.897865
304,5.8757277,2.4693081,6.0666623
305,8.817184,1.3621728,7.050914
306,-2.7269533,5.926739,5.1442595
307,-2.1628702,6.3855925,5.5520544
308,7.9420834,0.94581044,6.9661016
309,-1.1906546,5.6128883,5.813221
310,-2.741553,6.327979,5.5172
311,6.9221025,1.8079572,6.497665
312,-0.8623091,5.1276274,5.3026166
313,-1.2609011,5.1808963,4.718707
314,-0.58498144,5.0355716,5.2234945
315,5.4546247,3.221756,5.9233065
316,-1.5796556,5.7441463,5.485796
317,-2.3736734,6.3121805,5.4105377
318,9.680607,1.4411799,6.915217
319,6.6728745,2.373068,5.766626
320,7.50855,0.8996083,7.5376277
321,9.6426115,1.4075601,7.019449
322,5.9669676,2.3703446,5.8453555
323,5.658177,2.1830719,5.3940244
324,-2.8386934,6.7003093,5.766265
325,9.770582,1.2678027,7.1856327
326,-1.6821762,5.5561953,4.931585
327,-0.9801242,5.6753974,5.3944535
328,7.365031,1.7809188,7.249272
329,5.328423,2.3983452,6.1112213
330,5.124868,2.8918715,4.8235164
331,-2.0180063,5.6884856,4.970326
332,-1.7098345,5.5689487,4.991907
333,6.667655,1.6516042,5.745956
334,5.4140263,3.246712,5.9299507
335,4.837234,2.7890658,4.938025
336,9.099509,0.55921,7.887445
337,9.127853,1.5359734,6.565244
338,-2.8129475,6.524625,5.8384123
339,5.2133965,2.9391692,5.074919
340,10.0049715,0.53727853,7.1500335
341,5.5669584,1.9193524,5.7715225
342,5.1718416,2.9969645,4.7152195
343,-2.1136677,5.9316425,5.6543074
344,4.8048954,4.247557,4.962191
345,9.394432,0.45449534,7.3325796
346,8.000436,1.725952,7.2718883
347,4.968186,4.0918036,5.143422
348,-2.8808181,6.5255756,5.8663707
349,-1.5408587,5.8556414,5.6445227
350,7.755044,1.1924127,7.935499
351,9.854624,0.4563766,7.472861
352,-0.18406694,5.029659,5.1963024
353,-0.53793716,5.193021,5.06513
354,9.082487,0.29614767,7.308007
355,6.991305,1.3441386,7.568894
356,5.293023,2.2522492,6.120702
357,7.5107384,1.065316,6.8449287
358,7.2670093,1.3033434,7.956187
359,-0.7589287,5.641783,5.316552
360,8.099312,0.7103458,7.713032
361,5.1114516,2.6520586,5.3446603
362,6.4186153,2.320054,6.487275
363,8.082652,1.4060577,6.6251483
364,-0.6955353,5.509234,5.8025737
365,4.912552,2.7029939,4.998253
366,-2.8838365,6.5289645,5.743263
367,4.9639654,4.232212,5.074915
368,-0.9990055,5.435258,5.7895455
369,4.8652177,4.2453976,4.959363
370,7.22326,1.0146502,7.4818373
