,0,1,2
0,6.0580897,8.932838,2.0704715
1,6.684976,8.852024,3.6842022
2,7.7651954,8.748058,3.6139777
3,7.513341,8.801141,3.0195448
4,7.6809497,8.864408,3.1804042
5,7.496049,8.422179,2.6487136
6,6.3400426,5.325207,0.41563502
7,6.0141935,5.6415977,-0.1146912
8,8.88194,9.283058,4.785002
9,8.42476,7.5082765,2.487972
10,5.9452825,5.442351,0.19890937
11,5.863608,5.4829526,0.5351911
12,6.044749,9.457709,2.5091734
13,6.3763785,6.2797375,0.48295984
14,6.10635,5.7143946,0.6839336
15,7.3792825,8.248559,3.839267
16,7.5124984,8.191431,4.306024
17,6.7365127,6.1920767,0.40266916
18,8.184892,7.2459764,2.0439215
19,7.8801966,9.056258,4.183383
20,8.181566,8.915957,4.2878714
21,6.17097,8.1047945,3.1051357
22,6.9148974,9.190504,2.6512952
23,6.0260897,5.3503604,0.3474599
24,6.0644283,5.7118254,-0.1860379
25,5.766212,8.052954,2.70382
26,6.1918974,5.8296742,0.3235972
27,6.433813,9.657683,2.3359528
28,6.189125,8.091751,2.366608
29,5.8762217,9.293545,2.1781101
30,6.558305,6.571723,0.70478636
31,6.5883617,8.742524,2.3040268
32,8.860728,8.516438,5.4964266
33,9.035305,8.124861,5.0572195
34,7.186228,8.833907,3.5929015
35,5.7926064,8.32091,2.0141435
36,8.859726,9.381709,4.4673433
37,8.154629,7.4906335,2.242676
38,8.254815,7.3486004,2.1270025
39,7.4443183,8.255585,3.2252188
40,8.243959,7.2008305,2.0473454
41,8.340944,7.745332,2.5571253
42,5.6734614,8.041127,2.4396636
43,5.776883,9.550817,2.4982016
44,9.321509,8.819423,4.295482
45,5.640364,8.602284,2.092722
46,9.089614,8.2948265,5.2148495
47,7.383828,9.04089,4.0861726
48,5.9342694,8.887235,3.0930545
49,6.6700892,6.1119924,-0.013526228
50,6.1982408,9.709693,2.378055
51,8.28711,8.996604,5.4744496
52,8.324854,8.86748,5.426426
53,5.342031,9.026567,2.2753522
54,7.972144,8.750932,3.1372883
55,5.933001,7.8960285,2.5870414
56,6.26392,8.788303,3.3078082
57,8.946552,9.172332,4.802642
58,7.8634663,8.155098,3.1879246
59,7.488592,8.426345,3.220384
60,8.49451,8.422669,5.377044
61,6.170654,8.511552,2.7400057
62,5.407884,9.28781,2.8733225
63,8.658303,8.6187315,5.248962
64,9.428937,8.910699,4.781694
65,8.558026,9.1182575,5.540798
66,8.698231,8.196333,5.220722
67,6.319463,5.945652,-0.19331239
68,8.884163,8.982504,5.503632
69,9.544026,8.681966,4.6625485
70,6.464302,9.475348,2.9941373
71,5.480281,8.300179,1.980554
72,9.006823,8.362446,4.5001736
73,9.380586,9.023548,4.878275
74,5.4372106,7.9760976,1.9365724
75,6.0240073,8.697586,2.8871574
76,6.5437317,9.460358,2.4888535
77,6.674378,5.9771185,0.45918036
78,8.564422,8.796005,3.9306402
79,6.0548515,5.840752,-0.042285178
80,6.652675,6.008084,0.2783201
81,5.0909615,9.097326,2.565452
82,5.9556866,8.735094,2.1892955
83,5.2365127,8.788326,2.2401996
84,5.945788,8.84475,2.9348125
85,7.493612,8.102313,2.9283369
86,7.158897,8.873626,2.6470351
87,8.581047,9.445503,4.661454
88,6.351708,5.5916476,0.5500772
89,8.614879,8.060907,4.7457995
90,8.480182,9.110546,4.5729704
91,8.201694,9.23892,4.545714
92,8.305549,9.148684,4.902106
93,6.754687,8.338124,2.1004572
94,8.002754,8.715682,3.0282834
95,6.317836,8.331815,2.007396
96,6.2677383,8.146535,2.7618222
97,7.1661034,8.011869,3.6197882
98,9.432558,8.776018,5.012951
99,6.8598037,8.260571,2.0004969
100,6.588294,8.692587,2.7597272
101,5.597888,8.366903,2.5685072
102,9.09421,8.263781,4.8055344
103,5.3466444,9.19406,2.6631155
104,6.4073477,5.698195,-0.0961486
105,6.404484,5.7742124,0.6894631
106,8.770898,8.394802,4.8155966
107,6.221363,8.503793,2.333621
108,8.809812,9.029022,5.389215
109,9.173889,8.699775,4.2572412
110,9.354416,8.981931,5.222305
111,7.2475696,9.042318,3.9449127
112,7.0048594,9.154448,3.7772374
113,6.9378285,9.05211,3.948875
114,5.4816422,9.280127,3.1562345
115,6.3425856,5.683497,-0.24721818
116,5.4318843,8.825139,2.0559275
117,6.3414197,5.5060406,0.128583
118,6.444628,9.30242,2.9818203
119,7.895813,7.0162005,1.6854857
120,8.072174,6.9942775,1.8069924
121,8.267622,9.427753,4.7135854
122,6.927779,9.305517,2.816979
123,8.170631,7.6060824,2.3884947
124,8.940049,8.989932,5.457853
125,7.0263247,8.113386,2.0956247
126,6.54432,5.8341403,0.61217934
127,8.041583,9.192433,4.6907887
