,0,1,2,3,4,5,exp_stage,cell,Type
0,0.3505536412123895,0.336016662600992,-0.00018095826021899018,0.12613134435337967,-0.13684455415759553,0.07393256865664694,MCF10A_none,cancer_20210119_slip1_area2_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_196,3
1,0.4954534833716388,-0.1043026423865831,0.40465193253801035,0.09448062211305504,0.31019182179166005,-0.09022782202829735,MCF10A_none,cancer_20210119_slip1_area3_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_163,1
2,0.3533006363033089,0.13869111989847613,0.3090746632619934,0.16961966301127704,-0.3028727999509915,-0.02806374226213204,MCF10A_none,cancer_20210119_slip1_area5_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_124,1
3,-0.1583651202214451,0.37635688695819747,0.1343626360548765,-0.07317835484073706,0.08128245264520115,-0.11820519014940446,MCF10A_none,cancer_20210119_slip2_area1_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_133,3
4,0.049330517984087496,0.32749440428188414,-0.11897804594832474,0.07210747550010074,-0.021054235896196268,-0.30308156828012084,MCF10A_none,cancer_20210119_slip2_area1_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_145,3
5,0.28481031910633064,0.3512041225405307,-0.12913361485872965,0.14850155790883238,-0.1135211403731427,-0.3470394116566473,MCF10A_none,cancer_20210119_slip2_area1_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_149,3
6,-0.14640097706270808,0.37784854024974696,-0.26208504536733845,0.08748035933031274,-0.005840798779629721,-0.33123525890646166,MCF10A_none,cancer_20210119_slip2_area1_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_150,3
7,0.6459256054243943,0.036238923856123983,-0.09028295755658848,0.03622069625208158,-0.3520649133515417,-0.1096345849260014,MCF10A_none,cancer_20210119_slip2_area1_long_acq_corr_long_acq_blue_0.0454_green_0.0671_1_cell_185,1
8,0.9206832817772294,0.29252677485215645,0.28707836657005015,-0.1580850527195924,0.19706921626390292,0.048185233487880494,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_20,1
9,0.9095828916195119,-0.3338414644734164,0.169467303818248,0.28428966333477623,0.05131389999260836,-0.5074043694140109,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_38,1
10,0.7399438782540745,0.2525111400167803,0.3681542234163174,-0.12306923080201217,0.08712553525427776,0.08011098163975272,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_98,1
11,1.3630382304851092,0.108284058637593,0.2190814857771491,0.292063785834693,-0.13369508786467804,-0.11062183433347728,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_133,1
12,0.5267368606593388,-0.2744828609231428,0.044530264998048616,-0.04162078227056513,-0.08730119819601914,-0.2227672742049346,MCF10A_none,cancer_20210119_slip4_area1_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_198,1
13,0.9439848337327338,0.14625498837228804,0.08235920180254085,0.3861888133449381,0.07011183315821834,-0.09231959042357941,MCF10A_none,cancer_20210119_slip4_area3_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_33,1
14,0.6626124798801479,0.1937242228986783,-0.26378395470429306,0.5353508596469879,0.03977336211134739,-0.1269227631986978,MCF10A_none,cancer_20210119_slip4_area3_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_66,1
15,0.38796180501825644,0.18548816534065238,0.022372567161867602,0.0011283569012643176,0.0015915893458276758,-0.18093436971676377,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_16,1
16,-0.0176017948146743,0.15135418540950954,0.43846507104396265,0.22924918850524975,-0.09823231318554307,-0.13287641884134088,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_54,3
17,0.6148289263938244,0.07674725800519788,0.03919775105971768,-0.13152647763754594,0.02698248771702639,0.24049304501892152,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_106,1
18,0.44907423198266533,0.15202419912514092,0.15505647087614324,0.03902107731670217,-0.2507777365541733,0.024016683113248335,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_68,1
19,0.10072375745851783,0.37651140954846785,0.2969024663667286,-0.0100735311927814,0.07211202416466785,-0.04665707478284102,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_136,3
20,0.41322583322676865,-0.33245558213222415,0.07986484249723387,0.020841077980536728,0.03273456920142489,0.251807059082357,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_139,1
21,0.08174094093312817,0.4272971042603612,0.44195137350353014,0.14682378498156073,-0.1858353708032144,-0.10872158550358604,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_180,3
22,0.015654486930570307,0.12568600765914684,0.33497334180830785,0.5068461450197697,0.5728041915270438,-0.40477690185164655,MCF10A_none,cancer_20210313_slip2_area2_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_144,3
23,0.022293348705322097,0.32367285034951365,0.031282047459296025,0.05887800384478485,-0.0914515473329185,-0.24906159938617448,MCF10A_none,cancer_20210313_slip2_area3_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_74,3
24,0.10379659308823032,0.4273416884812362,0.33606797510923314,-0.016949987966186096,-0.06882001071880763,-0.11270114906834426,MCF10A_none,cancer_20210313_slip2_area3_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_86,3
25,0.14724507817604596,0.3614521253856184,0.6071863416924064,0.42089678145994425,0.18599613257274406,-0.0998856610351586,MCF10A_none,cancer_20210313_slip4_area1_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_109,3
26,0.6884920808350488,-0.05002359611820836,0.023360660425058553,0.006227205101246922,-0.20560792515795082,0.15045133179591547,MCF10A_none,cancer_20210313_slip4_area1_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_169,1
27,1.204203484308102,-0.37785198667481995,0.02346856358434657,-0.17635124330463087,0.29978997313228467,0.3036527904373557,MCF10A_none,cancer_20210313_slip4_area2_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_84,1
28,0.8260086925381807,-0.1728518017004952,0.12331180761757007,-0.05160185921661759,-0.25982209020357744,0.004682383656461369,MCF10A_none,cancer_20210314_slip7_area2_long_acq_MCF10A_37deg_long_acq_blue_0.06681_green_0.07975_1_cell_12,1
29,0.4860859343137728,0.22793768398045455,0.5167336943291151,0.1545944122653942,-0.27939113251851166,0.030913945435660544,MCF10A_none,cancer_20210314_slip8_area1_long_acq_MCF10A_37deg_long_acq_blue_0.06681_green_0.07975_1_cell_15,1
30,0.17403483258331953,0.23197817983782765,0.01581235080486557,0.11906805794163723,0.07845566895807565,-0.12226860726277357,T47D_none,cancer_cancer20220308_slip2_area1_long_acq_cancer20220308_slip2_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_1,3
31,0.06371654039265524,0.6972297809706088,-0.4191392032853777,0.4425609476592026,0.2961567445102518,0.17768386546629636,T47D_none,cancer_cancer20220308_slip2_area1_long_acq_cancer20220308_slip2_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_4,3
32,0.5213520242291116,-0.13296151466311526,-0.22532410486973922,0.11638660352160123,-0.15651132674167906,-0.07389388562059582,T47D_none,cancer_cancer20220308_slip2_area1_long_acq_cancer20220308_slip2_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_9,1
33,0.6150841902541343,-0.07761749030243781,-0.06391929786956414,-0.05504193919199595,-0.06990488693347077,0.12585679334666813,T47D_none,cancer_cancer20220308_slip2_area1_long_acq_cancer20220308_slip2_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_20,1
34,0.7371336162399996,-0.05946866123030032,0.3056848850177383,-0.1860672711053651,0.05386772429584795,0.26288942694946726,T47D_none,cancer_cancer20220308_slip2_area1_long_acq_cancer20220308_slip2_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_24,1
35,-0.6596270001158451,0.11133696441297886,-0.1534652484141619,-0.2583533938392279,0.017867347839991197,0.10620960015212928,T47D_none,cancer_cancer20220308_slip2_area2_long_acq_cancer20220308_slip2_area2_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_4,0
36,0.09693187871281726,-0.06101745126610734,0.21552858875733794,0.003235475101501217,0.04967552319949579,-0.07226666098189277,T47D_none,cancer_cancer20220308_slip2_area2_long_acq_cancer20220308_slip2_area2_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_7,3
37,0.7607246533350503,0.16513445711716582,-0.4838211214335631,-0.11702361878601983,0.23335222943045444,0.15408653268760636,T47D_none,cancer_cancer20220308_slip2_area2_long_acq_cancer20220308_slip2_area2_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_12,1
38,0.07387196884839342,0.25687819854374266,-0.17511236475939299,-0.031170996743676505,0.1661928265475721,-0.08802959257192781,T47D_none,cancer_cancer20220308_slip2_area2_long_acq_cancer20220308_slip2_area2_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_16,3
39,0.5251287580717886,0.15046456589887064,0.268923140872872,-0.12987661183033475,-0.06405472265808711,0.14807903650621534,T47D_none,cancer_cancer20220308_slip2_area3_long_acq_cancer20220308_slip2_area3_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_13,1
40,-0.5295424845703117,0.2532284923954476,0.013911450104404102,-0.19649032733581168,-0.35010679737694217,-0.014356405080371911,T47D_none,cancer_cancer20220308_slip2_area3_long_acq_cancer20220308_slip2_area3_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_18,0
41,-0.27080865524493003,0.2257435337104474,-0.24570562645942856,-0.3070188262677776,-0.2409151257105024,-0.05647027902334099,T47D_none,cancer_cancer20220308_slip2_area5_long_acq_cancer20220308_slip2_area5_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_4,0
42,0.027871389403611762,0.14944362708964687,0.17637641927139505,-0.1355677085402112,0.30206808947904334,0.03487369936340789,T47D_none,cancer_cancer20220309_slip3_area1_long_acq_cancer20220309_slip3_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_4,3
43,0.2980678825605638,0.2871498997468471,-0.3031529752868374,-0.12119432382787759,0.255042953034463,0.22142313519527015,T47D_none,cancer_cancer20220309_slip3_area1_long_acq_cancer20220309_slip3_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_6,3
44,0.23426946974723034,0.044174699292163735,-0.07970355153737105,0.0016183578794749067,0.1130703428642695,-0.05746535687897718,T47D_none,cancer_cancer20220309_slip3_area1_long_acq_cancer20220309_slip3_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_9,1
45,0.2654369368537562,0.3650821519691653,0.0005037660426686345,-0.06248108360476192,0.014488737535680404,0.04098382438873446,T47D_none,cancer_cancer20220309_slip3_area1_long_acq_cancer20220309_slip3_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_12,3
46,0.43766928224019824,0.24658206966154841,-0.11590012650126645,0.10292337406275819,-0.16830679570354967,0.04474160459061581,T47D_none,cancer_cancer20220309_slip3_area1_long_acq_cancer20220309_slip3_area1_long_acq_blue_0.112_green_0.0673_LT47D_1_cell_17,1
