,Type,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,exp_stage,cell
10,1,0.5583457192775936,0.21102539998068703,0.7359879875905998,0.4415698141489236,0.3880050429189996,0.3620324138419234,0.8317908873045224,0.5445097641328418,0.6801462456578299,0.4727643780640427,0.48923762349116295,0.6644014225513973,0.9819905472979863,0.48865774246028226,0.28992340191726074,0.5972823821702341,0.7928594952420288,0.399073424298901,0.8041327837207297,0.5675607248334709,0.748052775939541,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_98
11,1,0.7329059219841535,0.5386960694376289,0.57730927639419,0.0,0.34316159829998183,0.6492853878421808,0.9969345317746533,0.39027495559452097,0.471635931146852,0.29418601646439957,0.4412721862332316,0.7737496699785361,0.9913290114241197,0.2835506856738311,0.11249067719427441,0.0,1.0,0.0,0.7138286137396819,0.6303912907342438,0.9217573760317912,MCF10A_none,cancer_20210119_slip2_area3_long_acq_corr_corr_long_acq_blue_0.0454_green_0.0671_1_cell_133
12,1,0.7133370247872508,0.531421064932116,0.4075600215226619,0.4067741071854387,0.465926427211779,0.4072694894269623,0.8132476700183414,0.2720332806005865,0.37616779656842814,0.7010988373109768,0.49569744306857,0.8766480931999929,0.5809853515569205,0.429728769957602,0.45860191876390344,0.5496995418701426,0.683861331334894,0.5385973428622188,0.43834965755898225,0.7460857427989003,0.7216953843621325,MCF10A_none,cancer_20210119_slip4_area1_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_198
13,1,0.6887854312304145,0.47162362087104437,0.6948291189155666,0.30785858566527347,0.40293937100867205,0.391841284259291,0.9410005208643449,0.4761717633780236,0.6801462456578299,0.3420892017138426,0.5090305843193909,0.7082077963854165,0.9830285526393564,0.0386407522004657,0.44125842592264375,0.48790259355532795,0.912220835361711,0.0,0.5879934756977288,0.5675607248334709,0.8177772065157418,MCF10A_none,cancer_20210119_slip4_area3_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_33
14,1,0.7763685354868561,0.5812972387219841,0.8117581122158672,0.2705187263180131,0.366763505616688,0.597183260961623,0.8461313775618807,0.6745083129518263,0.6462771206454423,0.3420892017138426,0.4410510088089915,0.727548166510591,0.031073292322427504,0.5214173977981585,0.5020446309502702,0.48790259355532795,0.8217484935678359,0.0,0.5486304203629706,0.4538509091060213,0.6138122137718007,MCF10A_none,cancer_20210119_slip4_area3_long_acq_long_acq_blue_0.0454_green_0.0671_1_cell_66
15,1,0.669039917691306,0.4271160585626669,0.6424980604026334,0.498080660279303,0.4559164802435386,0.521828713481834,0.6850601205560061,0.4612233710624548,0.47647482398611063,0.8050041151502713,0.4980797727581828,0.8132231900292123,0.710127834263694,0.23091299344466631,0.38226167336331374,0.6364844559203602,0.58797447821531,0.399073424298901,0.6705967748418274,0.525894506848204,0.640099952076921,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_16
16,3,0.7477990732274673,0.609126594195651,0.629767469992655,0.7197208342616561,0.5872558482642367,0.41105499847124793,0.5004511734991901,0.7045084824848717,0.8489001857731892,0.7626996542431383,0.5916730343795693,0.7814626708138229,0.9746272707982924,0.5367523307351271,0.5768297138603518,0.61771690687166,0.45921838049686436,0.399073424298901,0.5105656410359205,0.5372539947583195,0.4814200369493665,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_54
17,1,0.6022444934091731,0.2566146670693368,0.4636761916274801,0.4415698141489236,0.35468473511463305,0.22229144029720327,0.7291798397452541,0.4657724125675865,0.5073959249084659,0.6033028054321887,0.3523124865580197,0.8088579038658268,0.5748449917893383,0.48261071363976993,0.42725300316580195,0.5747933976611477,0.6478706289796445,0.4564603463150889,0.8995326649176957,0.7298936916265002,0.7481303806549864,MCF10A_none,cancer_20210312_slip4_area1_long_acq_corr_MCF10A_36deg_long_acq_blue_0.0425_green_0.097_1_cell_106
18,1,0.7463898079989502,0.5964454732808552,0.5696395992267689,0.5798317239257809,0.5017420730154063,0.46044010715676154,0.7495523035437653,0.5242968468668707,0.7620529869804942,0.5614712001715658,0.4999980016898734,0.7502945089509294,0.7564528807508628,0.45033843307447463,0.4326391538867964,0.5496995418701426,0.5657014245972312,0.4564603463150889,0.8041327837207297,0.6671413798357826,0.6701263097655418,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_68
19,3,0.45291461888402507,0.44818682546080346,0.7285895836781966,0.532660157318684,0.568909514676998,0.44423426339590844,0.513329692562916,0.5457412310501455,0.5856144509384338,0.8860198105357817,0.5847752043129861,0.796674065602822,0.7079892118716884,0.6091683054956767,0.48765292183692344,0.61771690687166,0.4915972484978317,0.399073424298901,0.7583418958191748,0.4538509091060213,0.4749799482127155,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_136
20,1,0.44941931407941405,0.5642531509869756,0.3123837029579062,0.498080660279303,0.2735755436038243,0.146791566579768,0.5508496739134201,0.5382979354371175,0.4450496611830582,0.40667545437499564,0.31991203225910103,0.8331572167061038,0.7609936664539624,0.3260518406849431,0.45392289767133776,0.5747933976611477,0.6008330617706614,0.5385973428622188,0.5486304203629706,0.7648319735709166,0.589317854391894,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_139
21,3,0.725213655282801,0.5869176601534603,0.7993241277343529,0.45131289555675325,0.6173452564597648,0.3968011010865613,0.5302526427186195,0.5754375702547997,0.2756273498750842,0.8577798698558027,0.562172815870473,0.7841005361781894,0.9225600972908936,0.6189395554384469,0.5338877876311912,0.48790259355532795,0.4172562918592586,0.3147964637683749,0.8041327837207297,0.38667295086811015,0.47406583465520746,MCF10A_none,cancer_20210313_slip2_area1_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_180
22,3,0.42300779009234846,0.3775705385233681,0.8508768029822844,0.6993668029822129,0.5794692058325353,0.3935196511882636,0.5158107644518172,0.7371208171799636,0.6226152605746352,0.6443334539851604,0.571533267542693,0.7465115026400155,0.7753244879567466,0.4191299803209716,0.652413545992163,0.5972823821702341,0.5308094997397091,0.0,0.0,0.35491290587372015,0.4394019263719632,MCF10A_none,cancer_20210313_slip2_area2_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_144
23,3,0.5938204900394468,0.6592705656649811,0.7185072556734708,0.8724397059468653,0.6405051684559109,0.38929496167220745,0.5593870397265717,0.5111379822220996,0.5399332012296363,0.8454883127388149,0.5336366137183027,0.8093387555954796,0.5744486349934023,0.3703526110468258,0.4917607631487533,0.5496995418701426,0.435802271514943,0.399073424298901,0.6705967748418274,0.470998754879973,0.5087404689330328,MCF10A_none,cancer_20210313_slip2_area3_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_74
24,3,0.6627166722337001,0.44430484581644347,0.7777778626037855,0.7338127386430187,0.5387480263473164,0.42612347299890474,0.604278059904533,0.6223405033039731,0.4728870010211971,0.8609930290073925,0.5580806235794875,0.7925796753677287,0.7491050692411425,0.6461937467155993,0.4892182995859685,0.6364844559203602,0.4700478164760108,0.399073424298901,0.8041327837207297,0.4346043920163515,0.5391272433912631,MCF10A_none,cancer_20210313_slip2_area3_long_acq_MCF10A_37deg_long_acq_blue_0.0506_green_0.097_1_cell_86
25,3,0.4915536098801927,0.5126236050885691,0.7777778626037855,0.46882627419695544,0.567847700951608,0.4102203915092443,0.4742577819224947,0.5696573684776544,0.6248984272504786,0.8565313702554483,0.6107759990340851,0.8017588011087633,0.8299686807013364,0.877771820181793,0.6251108235346148,0.5972823821702341,0.5994364990499526,0.0,0.5486304203629706,0.4346043920163515,0.4375582360606929,MCF10A_none,cancer_20210313_slip4_area1_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_109
26,1,0.7218023958433822,0.5326541551280953,0.37764848992313693,0.5220766189195809,0.4240551006486569,0.45665602803895855,0.8158774524528553,0.5255895243908804,0.6812446616792265,0.41648308777618825,0.38917099297944724,0.7876458416453512,0.6543266308199152,0.40120711000656883,0.3631414499211343,0.6538689657819412,0.6855857333200972,0.4564603463150889,0.8041327837207297,0.7788093157617078,0.7863304018420662,MCF10A_none,cancer_20210313_slip4_area1_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_169
27,1,0.24024629234521933,0.21318745389842042,0.0,0.3925816903239109,0.24912814260772898,0.3103977117369776,0.9429564757140625,0.2660077286393102,0.4597267360741315,0.37194310208447945,0.26968829774808534,0.8327937768566085,0.5252503937599127,0.5108797102311622,0.19797670121168587,0.7261357354967818,0.8327007893721667,0.3147964637683749,0.6705967748418274,0.9850646053788131,0.9959600959737828,MCF10A_none,cancer_20210313_slip4_area2_long_acq_corr_MCF10A_37deg_long_acq_blue_0.039_green_0.04734_1_cell_84
28,1,0.7677189933405673,0.56579528291207,0.3333011342706288,0.6033888805265166,0.3125811330124624,0.39132385079115906,0.8698307991763532,0.39027495559452097,0.5073959249084659,0.4727643780640427,0.4115930328457019,0.8117584941318047,0.6562848454147854,0.5506448100626065,0.24342103966575246,0.48790259355532795,0.7585339067330893,0.4564603463150889,0.7138286137396819,0.8359086593048224,0.8314990212051023,MCF10A_none,cancer_20210314_slip7_area2_long_acq_MCF10A_37deg_long_acq_blue_0.06681_green_0.07975_1_cell_12
